

VNUM	NAME	RANK	TYPE	BATTLE_TYPE	LEVEL	SIZE	AI_FLAG	MOUNT_CAPACITY	RACE_FLAG	IMMUNE_FLAG	EMPIRE	FOLDER	ON_CLICK	ST	DX	HT	IQ	DAMAGE_MIN	DAMAGE_MAX	MAX_HP	REGEN_CYCLE	REGEN_PERCENT	GOLD_MIN	GOLD_MAX	EXP	DEF	ATTACK_SPEED	MOVE_SPEED	AGGRESSIVE_HP_PCT	AGGRESSIVE_SIGHT	ATTACK_RANGE	DROP_ITEM	RESURRECTION_VNUM	ENCHANT_CURSE	ENCHANT_SLOW	ENCHANT_POISON	ENCHANT_STUN	ENCHANT_CRITICAL	ENCHANT_PENETRATE	RESIST_SWORD	RESIST_TWOHAND	RESIST_DAGGER	RESIST_BELL	RESIST_FAN	RESIST_BOW	RESIST_FIRE	RESIST_ELECT	RESIST_MAGIC	RESIST_WIND	RESIST_POISON	DAM_MULTIPLY	SUMMON	DRAIN_SP	MOB_COLOR	POLYMORPH_ITEM	SKILL_LEVEL0	SKILL_VNUM0	SKILL_LEVEL1	SKILL_VNUM1	SKILL_LEVEL2	SKILL_VNUM2	SKILL_LEVEL3	SKILL_VNUM3	SKILL_LEVEL4	SKILL_VNUM4	SP_BERSERK	SP_STONESKIN	SP_GODSPEED	SP_DEATHBLOW	SP_REVIVE
177	??? ?? ????	S_PAWN	MONSTER	MELEE	16			0	ANIMAL		0	wolf	0	23	24	12	6	54	66	491	6	12	120	180	205	20	80	130	25	2000	175	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	16764108	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
178	??? ???	PAWN	MONSTER	MELEE	7			0	ANIMAL		0	wild_boar	0	14	7	10	3	36	44	198	6	7	48	74	76	11	80	100	30	2000	175	30004	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	16764108	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
179	??? ?? ???	S_PAWN	MONSTER	MELEE	10			0	ANIMAL		0	wild_boar	0	22	9	13	4	42	52	311	3	7	84	126	129	14	80	100	30	2000	175	30003	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	16764108	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
180	??? ?	PAWN	MONSTER	POWER	12			0	ANIMAL		0	bear	0	20	10	20	5	47	56	305	6	7	66	101	129	16	100	70	40	2000	175	30010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	0	0	16764108	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
181	??? ???	S_PAWN	MONSTER	TANKER	15			0	ANIMAL		0	bear	0	14	17	34	6	53	64	458	6	7	114	171	193	19	100	100	40	2000	175	30071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1	0	0	16764108	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
182	??? ???	PAWN	MONSTER	POWER	19			0	ANIMAL		0	bear	0	36	14	21	7	60	74	499	6	7	92	138	338	24	100	100	40	2000	175	30053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	1	0	0	16764108	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
183	??? ??	S_PAWN	MONSTER	POWER	21			0	ANIMAL		0	bear	0	35	15	23	8	65	79	676	6	12	150	225	446	26	100	100	40	2000	175	30072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	1	0	0	16764108	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
184	??? ???	PAWN	MONSTER	POWER	18			0	ANIMAL		0	tiger	0	18	20	27	7	59	72	468	6	12	89	132	320	22	100	100	50	2000	175	30038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	1	0	0	16764108	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
185	??? ??	S_PAWN	MONSTER	POWER	24		AGGR	0	ANIMAL		0	tiger	0	25	17	45	9	71	86	805	10	22	168	252	509	29	100	130	50	2000	175	30023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	1	0	0	16764108	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
191	???	BOSS	MONSTER	MELEE	12			0	ANIMAL	STUN,SLOW,CURSE,TERROR	0	mountain_dog_god	0	39	20	30	10	52	96	2940	4	12	348	522	2750	35	100	140	100	2000	175	0	0	0	0	0	3	5	20	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	70107	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
192	??	BOSS	MONSTER	MELEE	14			0	ANIMAL	STUN,SLOW,CURSE,TERROR	0	wild_boar_god	0	30	20	41	10	68	84	3069	14	17	359	537	3375	37	100	140	100	2000	175	0	0	0	0	0	3	5	20	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	70107	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
193	??	BOSS	MONSTER	TANKER	16			0	ANIMAL	STUN,SLOW,CURSE,TERROR	0	bear	0	32	22	43	11	72	88	3385	19	22	380	570	2950	39	100	140	100	2000	175	0	0	0	0	0	3	5	20	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	70107	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
194	??	BOSS	MONSTER	POWER	18			0	ANIMAL	STUN,SLOW,CURSE,TERROR	0	tiger	0	23	45	34	11	67	100	3616	24	27	402	603	3525	41	100	140	100	2000	175	0	0	0	0	0	3	5	20	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	70107	0	0	0	0	0	0	0	0	0	0	10	10	0	0	0
301	????	PAWN	MONSTER	MELEE	18			0	HUMAN	SLOW	0	bksoldier	0	27	20	13	7	49	60	613	6	5	96	146	456	22	100	120	35	2000	175	30034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
302	????	PAWN	MONSTER	RANGE	20			0	HUMAN	SLOW	0	bkarcher	0	22	29	15	7	46	70	506	6	7	192	288	506	25	60	130	35	2000	650	30031	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
303	???? ??	S_PAWN	MONSTER	MAGIC	25			0	HUMAN	SLOW	0	bkknight	0	35	26	18	9	47	88	1115	8	12	191	285	1060	30	100	120	35	2000	175	30011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
304	???? ??	S_PAWN	MONSTER	MAGIC	25		AGGR	0	HUMAN	SLOW	0	bkknight	0	35	26	18	9	61	74	1115	8	12	191	285	1060	30	100	120	35	2000	175	30073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
331	???? ??	S_PAWN	MONSTER	MELEE	18		AGGR	0	HUMAN	SLOW	0	bksoldier	0	27	20	13	7	56	69	1450	12	7	351	414	698	22	110	120	35	2000	150	30034	0	0	0	0	0	10	10	0	-5	0	0	0	0	0	0	0	30	0	2	0	0	13434828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
332	???? ??	S_PAWN	MONSTER	RANGE	20		AGGR	0	HUMAN	SLOW	0	bkarcher	0	22	29	15	7	53	80	1622	12	7	384	482	758	25	70	130	35	2000	650	30031	0	0	0	0	0	10	10	0	-5	0	0	0	0	0	0	0	30	0	2	0	0	13434828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
333	???? ??	KNIGHT	MONSTER	MAGIC	25		AGGR	0	HUMAN	SLOW	0	bkknight	0	35	26	18	9	53	99	3207	10	7	276	564	1815	30	110	120	35	2000	150	30011	0	0	0	0	0	10	10	0	-5	0	0	0	0	0	0	0	30	0	2	0	0	13434828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
334	???? ??	KNIGHT	MONSTER	MAGIC	25		AGGR	0	HUMAN	SLOW	0	bkknight	0	35	26	18	9	53	99	3207	10	7	281	573	1815	30	110	120	35	2000	150	30073	0	0	0	0	0	10	10	0	-5	0	0	0	0	0	0	0	30	0	2	0	0	13434828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
351	??? ????	S_PAWN	MONSTER	MELEE	18			0	HUMAN	SLOW	0	bksoldier	0	27	20	13	7	59	72	490	6	5	96	146	320	22	100	120	35	2000	175	30034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
352	??? ????	S_PAWN	MONSTER	RANGE	20			0	HUMAN	SLOW	0	bkarcher	0	22	29	15	7	55	84	404	6	7	192	288	355	25	60	130	35	2000	650	30031	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
353	??? ???? ??	KNIGHT	MONSTER	MAGIC	25			0	HUMAN	SLOW	0	bkknight	0	35	26	18	9	56	106	892	8	12	191	285	743	30	100	120	35	2000	175	30011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
354	??? ???? ??	KNIGHT	MONSTER	MAGIC	25			0	HUMAN	SLOW	0	bkknight	0	35	26	18	9	73	89	892	8	12	191	285	743	30	100	120	35	2000	175	30073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
391	??	S_KNIGHT	MONSTER	MAGIC	23			0	HUMAN	SLOW	0	bksecond	0	32	16	24	8	44	82	2076	9	17	299	447	3255	28	100	150	100	2000	175	30018	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	70107	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0
392	??	S_KNIGHT	MONSTER	MAGIC	26			0	HUMAN	SLOW	0	bkthird	0	36	18	27	9	48	89	2453	14	22	335	501	3675	31	100	150	100	2000	175	30017	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	70107	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0
393	??	S_KNIGHT	MONSTER	MAGIC	28			0	HUMAN	SLOW	0	bkfourth	0	38	19	29	10	51	94	2692	19	27	359	537	3955	33	100	150	100	2000	175	30035	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	70107	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0
394	??	S_KNIGHT	MONSTER	MAGIC	31			0	HUMAN	SLOW	0	bkboss	0	42	21	31	10	55	101	3069	19	32	393	590	4375	37	100	150	100	2000	175	30073	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	70107	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0
395	??? ??	S_KNIGHT	MONSTER	MAGIC	23			0	HUMAN	SLOW	0	bksecond	0	32	16	24	8	71	86	392	9	17	299	447	2279	28	100	150	100	2000	175	30018	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	70107	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0
396	??? ??	S_KNIGHT	MONSTER	MAGIC	26			0	HUMAN	SLOW	0	bkthird	0	36	18	27	9	66	101	324	14	22	185	351	2573	31	100	150	100	2000	175	30017	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	70107	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0
397	??? ??	S_KNIGHT	MONSTER	MAGIC	28			0	HUMAN	SLOW	0	bkfourth	0	38	19	29	10	68	127	714	19	27	267	387	2769	33	100	150	100	2000	175	30035	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	70107	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0
398	??? ??	S_KNIGHT	MONSTER	MAGIC	31			0	HUMAN	SLOW	0	bkboss	0	42	21	31	10	88	107	714	19	32	234	440	3063	37	100	150	100	2000	175	30073	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	70107	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0
401	????	PAWN	MONSTER	MELEE	26			0	HUMAN		0	thief1	0	36	18	27	9	62	75	981	6	5	117	176	919	31	100	110	50	2000	175	30032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
402	?????	PAWN	MONSTER	MELEE	27			0	HUMAN		0	thief2	0	37	19	28	9	70	100	1027	8	10	120	182	954	32	80	150	50	2000	175	30074	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
